GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,QueryList.IndexQuery,272,0,36,0,59,0,30,0,12,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,QueryList.OptimizedQuery,71,0,4,0,16,0,8,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,SortByCountIdHolderList.SortByCountIdHolder,73,0,4,0,13,0,8,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,PageIds,35,0,2,0,11,0,7,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,PageInfo,186,0,6,0,44,0,14,0,11,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,IdHolder.PagingIdHolder,69,0,8,0,16,0,9,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,IdHolder,39,0,0,0,10,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,IdHolderList,63,0,6,0,15,0,9,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,IdHolder.BatchIdHolder,250,0,36,0,61,0,30,0,12,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,SortByCountIdHolderList.MergedQuery,14,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,QueryList,164,0,12,0,36,0,17,0,11,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,QueryList.PageResults,64,0,4,0,14,0,10,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.page,PageEntryIterator,221,0,28,0,49,0,24,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.rpc,RpcServiceConfig4Client,11,0,0,0,2,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.MasterState,43,0,2,0,11,0,4,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.RoleState,41,0,0,0,9,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.CandidateState,66,0,4,0,13,0,5,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,GlobalMasterInfo,114,0,6,0,33,0,17,0,14,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.StateMachineContextImpl,43,0,0,0,16,0,10,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.UnknownState,102,0,10,0,22,0,8,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine,142,0,6,0,37,0,10,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardClusterRoleStore,319,0,14,0,71,0,14,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.MasterServerInfoImpl,15,0,0,0,6,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardClusterRoleStore.P,25,0,0,0,8,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardClusterRoleStore.Schema,83,0,2,0,21,0,4,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.WorkerState,131,0,16,0,27,0,12,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleElectionStateMachine.AbdicationState,25,0,0,0,7,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,GlobalMasterInfo.NodeInfo,15,0,0,0,6,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,RoleElectionConfig,45,0,0,0,16,0,8,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,StandardRoleListener,126,0,10,0,41,0,14,0,9,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,RoleElectionOptions,84,0,2,0,21,0,3,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.masterelection,ClusterRole,129,0,10,0,26,0,17,0,12,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.OptionalSerializer,16,0,2,0,6,0,3,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.FileSerializer,14,0,0,0,6,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule.IdSerializer,36,0,0,0,10,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.PropertyKeySerializer,10,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.IdSerializer,38,0,2,0,11,0,4,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.EdgeLabelSerializer,10,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.HugeVertexSerializer,53,0,0,0,15,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.BlobSerializer,9,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.IndexLabelSerializer,10,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule.IndexLabelKryoSerializer,12,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphIoRegistry,20,0,0,0,8,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule.OptionalSerializer,28,0,4,0,7,0,5,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.PathSerializer,19,0,0,0,9,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.TreeSerializer,37,0,2,0,14,0,3,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.BlobDeserializer,10,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.ShardSerializer,24,0,0,0,8,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule.EdgeIdSerializer,26,0,0,0,8,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule.EdgeLabelKryoSerializer,12,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.HugeEdgeSerializer,83,0,0,0,21,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule.PropertyKeyKryoSerializer,12,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,GraphSONSchemaSerializer,392,0,16,0,78,0,14,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule,124,0,4,0,24,0,7,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.IdDeserializer,66,0,8,0,16,0,7,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.VertexLabelSerializer,10,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGryoModule.VertexLabelKryoSerializer,12,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule,326,0,4,0,66,0,12,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.io,HugeGraphSONModule.HugeElementSerializer,85,0,6,0,26,0,6,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.rank,PageRankAlgorithm,59,0,0,0,21,0,6,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.rank,PageRankAlgorithm.DoublePair,108,0,10,0,29,0,16,0,11,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.rank,PageRankAlgorithm.Traverser,466,0,38,0,116,0,28,0,9,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.security,HugeSecurityManager,718,0,186,0,198,0,141,0,48,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables.SearchIndex,4,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables.Vertex,4,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTable.InMemoryShardSplitter,21,0,0,0,6,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables.SecondaryIndex,163,0,24,0,35,0,17,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables.RangeIndex,317,0,40,0,68,0,30,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBStore,349,0,21,0,87,0,39,0,26,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBStore.new BackendFeatures() {...},49,0,0,0,24,0,24,0,24,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables.UniqueIndex,4,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTable,686,0,88,0,139,0,68,0,24,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBStore.InMemorySystemStore,10,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBStoreProvider,73,0,4,0,19,0,12,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBStore.InMemoryGraphStore,83,0,0,0,21,0,5,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables,3,0,0,0,1,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables.ShardIndex,4,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBTables.Edge,652,0,74,0,147,0,54,0,17,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryMetrics,8,0,0,0,2,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.memory,InMemoryDBStore.InMemorySchemaStore,76,0,0,0,19,0,7,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,SmartCNAnalyzer,52,0,2,0,14,0,4,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,MMSeg4JAnalyzer,108,0,8,0,23,0,8,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,AnsjAnalyzer,97,0,11,0,22,0,10,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,HanLPAnalyzer,136,0,13,0,41,0,12,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,JcsegAnalyzer,87,0,6,0,19,0,6,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,JiebaAnalyzer,59,0,4,0,12,0,5,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,IKAnalyzer,74,0,4,0,14,0,5,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.analyzer,AnalyzerFactory,184,0,16,0,32,0,16,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,GraphIndexTransaction.MatchedIndex,95,0,12,0,25,0,14,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,SchemaIndexTransaction,189,0,26,0,44,0,19,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,SchemaTransaction,1277,0,112,0,289,0,117,0,58,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,IndexableTransaction,93,0,16,0,27,0,16,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,GraphIndexTransaction.IndexQueries.JointQuery,65,0,4,0,14,0,7,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,AbstractTransaction,617,0,64,0,171,0,75,0,43,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,GraphIndexTransaction,3373,0,470,0,762,0,297,0,58,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,GraphTransaction,4664,0,675,0,1018,0,451,0,112,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,GraphIndexTransaction.RemoveLeftIndexJob,573,0,72,0,128,0,49,0,13,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.tx,GraphIndexTransaction.IndexQueries,95,0,10,0,21,0,13,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,AbstractAlgorithm.AlgoTraverser,428,0,22,0,96,0,38,0,27,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,CountEdgeAlgorithm,17,0,0,0,5,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,Consumers.StopExecution,9,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,BfsTraverser,143,0,14,0,37,0,11,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,BfsTraverser.Node,68,0,0,0,18,0,7,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,SubgraphStatAlgorithm,174,0,6,0,39,0,13,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,AlgorithmPool,181,0,4,0,32,0,8,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,Consumers,307,0,36,0,86,0,30,0,12,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,AbstractAlgorithm.TopMap,139,0,18,0,26,0,17,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,SubgraphStatAlgorithm.Traverser,207,0,2,0,45,0,5,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,CountVertexAlgorithm,17,0,0,0,5,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,AbstractAlgorithm.JsonMap,232,0,10,0,61,0,26,0,21,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,CountEdgeAlgorithm.Traverser,61,0,4,0,17,0,4,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,AbstractAlgorithm,330,0,46,0,85,0,43,0,20,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,CountVertexAlgorithm.Traverser,60,0,4,0,17,0,4,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm,SubgraphStatAlgorithm.TempJob,21,0,0,0,9,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,AbstractCache,353,0,60,0,84,0,51,0,21,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,RamCache.LinkNode,36,0,2,0,10,0,5,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,OffheapCache.Value,324,0,26,0,75,0,29,0,14,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,CachedBackendStore.QueryId,53,0,2,0,16,0,12,0,11,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,CachedBackendStore,171,0,6,0,50,0,28,0,25,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,OffheapCache.IdSerializer,28,0,0,0,6,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,CachedGraphTransaction,890,0,121,0,190,0,79,0,18,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,OffheapCache,196,0,12,0,50,0,19,0,13,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,RamCache.LinkedQueueNonBigLock,561,0,70,0,92,0,49,0,14,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,CacheManager.new TimerTask() {...},91,0,4,0,17,0,5,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,LevelCache,229,0,20,0,38,0,21,0,11,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,CachedSchemaTransaction,630,0,42,0,142,0,45,0,24,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,CachedSchemaTransaction.SchemaCaches,236,0,34,0,65,0,29,0,9,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,CacheManager,227,0,8,0,44,0,14,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,OffheapCache.ValueType,248,0,14,0,38,0,14,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,OffheapCache.ValueSerializer,22,0,0,0,5,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,RamCache,339,0,44,0,79,0,36,0,14,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.cache,AbstractCache.CacheNode,53,0,4,0,16,0,10,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.RemovePeerResponse,338,0,38,0,89,0,55,0,36,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.CommonResponse,425,0,52,0,114,0,64,0,38,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.AddPeerRequest.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,AddPeerProcessor,53,0,0,0,18,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.SetLeaderRequest.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.SetLeaderRequest.Builder,322,0,33,0,100,0,44,0,27,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests,222,0,0,0,30,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.AddPeerResponse.Builder,434,0,57,0,125,0,60,0,31,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.AddPeerResponse,338,0,38,0,89,0,55,0,36,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.RemovePeerRequest,357,0,38,0,99,0,55,0,36,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreCommandRequest.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.RemovePeerRequest.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreCommandRequest.Builder,490,0,55,0,140,0,62,0,33,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.AddPeerRequest.Builder,322,0,33,0,100,0,44,0,27,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreCommandResponse.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.SetLeaderRequest,357,0,38,0,99,0,55,0,36,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreCommandResponse.Builder,401,0,40,0,120,0,52,0,31,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.SetLeaderResponse.Builder,434,0,57,0,125,0,60,0,31,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,SetLeaderProcessor,53,0,0,0,18,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreType,111,0,7,0,25,0,15,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.CommonResponse.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreAction,202,0,14,0,39,0,22,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.RemovePeerRequest.Builder,322,0,33,0,100,0,44,0,27,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.ListPeersResponse.Builder,621,0,72,0,177,0,78,0,41,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.ListPeersResponse,431,0,46,0,106,0,63,0,40,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.AddPeerResponse.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.ListPeersRequest.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreAction.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,ListPeersProcessor,53,0,0,0,23,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.ListPeersRequest.Builder,149,0,14,0,48,0,27,0,20,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.RemovePeerResponse.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,StoreCommandProcessor,83,0,2,0,23,0,6,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.AddPeerRequest,357,0,38,0,99,0,55,0,36,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreCommandRequest,489,0,68,0,122,0,73,0,39,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.RemovePeerResponse.Builder,434,0,57,0,125,0,60,0,31,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.ListPeersRequest,239,0,16,0,68,0,41,0,33,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.CommonResponse.Builder,401,0,40,0,120,0,52,0,31,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RemovePeerProcessor,53,0,0,0,18,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.ListPeersResponse.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreType.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.SetLeaderResponse,338,0,38,0,89,0,55,0,36,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.SetLeaderResponse.new AbstractParser() {...},36,0,0,0,12,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RpcForwarder,145,0,4,0,33,0,7,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RpcForwarder.new RpcResponseClosure() {...},73,0,2,0,15,0,5,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RpcForwarder.new RpcResponseClosure() {...},87,0,4,0,16,0,6,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.rpc,RaftRequests.StoreCommandResponse,425,0,52,0,114,0,64,0,38,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,KCoreAlgorithm.Traverser,162,0,16,0,43,0,12,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,TriangleCountAlgorithm.Traverser,425,0,36,0,91,0,31,0,13,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,LpaAlgorithm.Traverser,394,0,38,0,90,0,33,0,14,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,LouvainTraverser,2034,0,188,0,396,0,133,0,39,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,AbstractCommAlgorithm,123,0,16,0,25,0,14,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,LouvainTraverser.Cache,219,0,14,0,45,0,20,0,13,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,KCoreAlgorithm.KcoreTraverser,264,0,28,0,57,0,18,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,LouvainAlgorithm,210,0,18,0,59,0,17,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,WeakConnectedComponent.Traverser,355,0,38,0,87,0,27,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,TriangleCountAlgorithm,62,0,4,0,15,0,7,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,KCoreAlgorithm.KcoreSimilar,42,0,2,0,11,0,5,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,WeakConnectedComponent,42,0,0,0,14,0,5,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,ClusterCoefficientAlgorithm,62,0,4,0,14,0,7,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,KCoreAlgorithm,100,0,6,0,30,0,9,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,LouvainTraverser.Community,149,0,4,0,29,0,12,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,LpaAlgorithm,76,0,2,0,25,0,5,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.comm,ClusterCoefficientAlgorithm.Traverser,60,0,4,0,12,0,5,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.ram,IntLongMap,174,0,16,0,34,0,16,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.ram,IntObjectMap,95,0,6,0,26,0,11,0,8,0
