GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.ram,RamTable,826,0,98,0,190,0,70,0,21,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.ram,RamTable.LoadTraverser,301,0,28,0,69,0,22,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.ram,IntIntMap,126,0,14,0,24,0,15,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.ram,RamTable.EdgeRangeIterator,201,0,32,0,47,0,21,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.compress,ParallelCompressStrategy,404,0,18,0,93,0,21,0,12,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.compress,ParallelCompressStrategy.ZipArchiveScatterOutputStream,20,0,0,0,7,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.compress,SerialCompressStrategy,24,0,0,0,8,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.store.raft.compress,CompressStrategyManager,69,0,6,0,20,0,7,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.schema.builder,PropertyKeyBuilder,731,0,66,0,175,0,75,0,42,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.schema.builder,AbstractBuilder,125,0,6,0,28,0,15,0,12,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.schema.builder,IndexLabelBuilder,1649,0,193,0,343,0,147,0,47,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.schema.builder,VertexLabelBuilder,1352,0,147,0,266,0,113,0,37,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.schema.builder,EdgeLabelBuilder,1418,0,149,0,289,0,113,0,37,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records,PathsRecords,62,0,12,0,15,0,9,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records,KneighborRecords,117,0,16,0,24,0,14,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records,AbstractRecords,82,0,10,0,23,0,13,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records,DoubleWayMultiPathsRecords,351,0,26,0,86,0,32,0,19,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records,SingleWayMultiPathsRecords,292,0,26,0,65,0,28,0,15,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records,ShortestPathRecords,200,0,26,0,43,0,21,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records,KoutRecords,203,0,24,0,35,0,18,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,BetweennessCentralityAlgorithmV2.Traverser,176,0,24,0,35,0,19,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,StressCentralityAlgorithmV2,38,0,0,0,14,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,AbstractCentAlgorithm,37,0,0,0,13,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,BetweennessCentralityAlgorithmV2,38,0,0,0,14,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,StressCentralityAlgorithm.Traverser,88,0,10,0,14,0,8,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,ClosenessCentralityAlgorithm,37,0,0,0,14,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,DegreeCentralityAlgorithm,31,0,0,0,10,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,ClosenessCentralityAlgorithmV2.Traverser,134,0,20,0,27,0,17,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,BetweennessCentralityAlgorithmV2.BetweennessNode,39,0,0,0,9,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,ClosenessCentralityAlgorithmV2,38,0,0,0,14,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,EigenvectorCentralityAlgorithm,33,0,0,0,12,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,AbstractCentAlgorithm.Traverser,333,0,44,0,70,0,33,0,11,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,DegreeCentralityAlgorithm.Traverser,261,0,48,0,61,0,29,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,BetweennessCentralityAlgorithm.Traverser,238,0,22,0,44,0,19,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,ClosenessCentralityAlgorithm.Traverser,102,0,10,0,15,0,8,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,BetweennessCentralityAlgorithm,37,0,0,0,14,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,EigenvectorCentralityAlgorithm.Traverser,85,0,10,0,13,0,8,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,StressCentralityAlgorithmV2.StressNode,43,0,0,0,10,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,StressCentralityAlgorithm,52,0,2,0,19,0,6,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.cent,StressCentralityAlgorithmV2.Traverser,177,0,24,0,35,0,19,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.path,RingsDetectAlgorithm,82,0,2,0,28,0,7,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.job.algorithm.path,RingsDetectAlgorithm.Traverser,165,0,24,0,36,0,16,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeIndex.IdWithExpiredTime,31,0,0,0,7,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeElement,898,0,130,0,208,0,112,0,46,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures,39,0,0,0,11,0,5,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeProperty,130,0,16,0,24,0,22,0,14,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeVertex,1247,0,153,0,266,0,124,0,44,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeVertexPropertyFeatures,23,0,0,0,9,0,9,0,9,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeEdgeProperty,96,0,10,0,19,0,13,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeEdgeFeatures,19,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeVariableFeatures,7,0,0,0,1,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeEdgePropertyFeatures,15,0,0,0,5,0,5,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeVertex.HugeVertex4Insert,51,0,4,0,18,0,7,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeIndex,538,0,56,0,112,0,58,0,30,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeVertexFeatures,38,0,0,0,12,0,10,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeElement.ElementKeys,35,0,0,0,13,0,7,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeEdge,992,0,138,0,226,0,120,0,47,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeVertexProperty,90,0,8,0,20,0,13,0,9,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeDataTypeFeatures,42,0,0,0,19,0,19,0,19,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeElementFeatures,58,0,20,0,16,0,20,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.structure,HugeFeatures.HugeGraphFeatures,28,0,0,0,8,0,7,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.Relation,143,0,16,0,33,0,24,0,16,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,ConditionQuery,1466,0,234,0,336,0,185,0,68,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Aggregate,56,0,6,0,11,0,10,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,IdQuery,161,0,10,0,44,0,21,0,16,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,QueryResults.EmptyIterator,9,0,0,0,4,0,4,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.UserpropRelation,69,0,4,0,19,0,8,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.RangeConditions,104,0,12,0,31,0,15,0,7,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.SyspropRelation,61,0,0,0,17,0,6,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Query.Order,24,0,0,0,3,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,QueryResults,419,0,60,0,102,0,54,0,24,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Aggregate.AggregateFunc,138,0,6,0,24,0,8,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.FlattenSyspropRelation,11,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,ConditionQuery.Element2IndexValueMap,240,0,30,0,58,0,25,0,10,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Query,1174,0,156,0,250,0,145,0,67,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,ConditionQueryFlatten,1008,0,194,0,247,0,125,0,22,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,IdQuery.OneIdQuery,90,0,8,0,26,0,15,0,11,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,BatchConditionQuery,131,0,12,0,32,0,10,0,4,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,IdPrefixQuery,172,0,18,0,38,0,22,0,13,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,ConditionQuery.LeftIndex,15,0,0,0,6,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.BinCondition,134,0,12,0,29,0,15,0,9,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,QueryResults.OneIterator,39,0,6,0,13,0,9,0,6,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,IdRangeQuery,160,0,20,0,36,0,23,0,13,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,ConditionQueryFlatten.Relations,14,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.And,45,0,8,0,6,0,9,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.ConditionType,44,0,0,0,5,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,EdgesQueryIterator,56,0,4,0,14,0,5,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.Or,45,0,8,0,6,0,9,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition.RelationType,746,0,104,0,104,0,80,0,28,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,ConditionQuery.OptimizedType,54,0,0,0,6,0,1,0,1,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.backend.query,Condition,225,0,6,0,34,0,35,0,32,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,LimitExceedException,9,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,NotAllowException,9,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,HugeGremlinException,18,0,0,0,7,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,NotFoundException,15,0,0,0,6,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,NotSupportException,23,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,NoIndexException,9,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,ExistedException,20,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.exception,ConnectionException,16,0,0,0,6,0,3,0,3,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records.record,Int2ArrayRecord,40,0,0,0,11,0,8,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records.record,SyncRecord,87,0,4,0,21,0,10,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records.record,RecordType,88,0,6,0,18,0,9,0,5,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records.record,Int2IntRecord,50,0,2,0,15,0,10,0,9,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records.record,Int2SetRecord,63,0,2,0,14,0,9,0,8,0
hugegraph-test/hugegraph-core,org.apache.hugegraph.traversal.algorithm.records.record,RecordFactory,51,0,8,0,13,0,8,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,ProfileAPI.APIProfile,79,0,6,0,18,0,5,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,ProfileAPI.APICategory,44,0,2,0,9,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,ProfileAPI.APIProfile.ParamInfo,18,0,0,0,7,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,ProfileAPI,226,0,24,0,51,0,17,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,VersionAPI,19,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,WhiteIpListAPI,255,0,21,0,57,0,17,0,6,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,ProfileAPI.APIProfiles,36,0,0,0,10,0,4,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.profile,GraphsAPI,289,0,12,0,65,0,21,0,15,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.variables,VariablesAPI,124,0,6,0,20,0,11,0,8,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.variables,VariablesAPI.JsonVariableValue,10,0,0,0,1,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,BelongAPI.JsonBelong,79,0,10,0,16,0,9,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,BelongAPI,198,0,8,0,41,0,11,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,AccessAPI.JsonAccess,105,0,14,0,20,0,11,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,TargetAPI.JsonTarget,102,0,18,0,19,0,13,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,TargetAPI,150,0,0,0,33,0,7,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,GroupAPI.JsonGroup,51,0,6,0,11,0,7,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,UserAPI,174,0,0,0,38,0,9,0,9,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,ProjectAPI.JsonProject,206,0,22,0,31,0,17,0,6,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,GroupAPI,150,0,0,0,33,0,7,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,ProjectAPI,225,0,4,0,47,0,11,0,9,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,UserAPI.JsonUser,127,0,26,0,24,0,17,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,AccessAPI,198,0,8,0,41,0,11,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,LoginAPI,120,0,4,0,29,0,7,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.auth,LoginAPI.JsonLogin,24,0,4,0,4,0,4,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.arthas,ArthasAPI,50,0,0,0,10,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.version,ApiVersion,14,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.server,ApplicationConfig.GraphManagerFactory,46,0,2,0,11,0,5,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.server,ApplicationConfig.ConfFactory,25,0,0,0,8,0,4,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.server,RestServer.new CompletionHandler() {...},28,0,0,0,8,0,5,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.server,ApplicationConfig.GraphManagerFactory.new ApplicationEventListener() {...},64,0,6,0,16,0,6,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.server,ApplicationConfig,62,0,0,0,12,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.server,ApplicationConfig.WorkLoadFactory,24,0,0,0,7,0,4,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.server,RestServer,359,0,20,0,84,0,19,0,9,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.opencypher,CypherPlugin,58,0,0,0,16,0,8,0,8,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.opencypher,CypherOpProcessor,460,0,24,0,121,0,33,0,21,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.rpc,RpcClientProviderWithAuth,42,0,4,0,8,0,4,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.cypher,CypherModel.Result,6,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.cypher,CypherClient,250,0,26,0,53,0,23,0,10,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.cypher,CypherManager,167,0,24,0,32,0,20,0,8,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.cypher,CypherAPI,219,0,28,0,46,0,24,0,10,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.cypher,CypherModel.Status,9,0,0,0,3,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.cypher,CypherModel,48,0,0,0,14,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,BatchAPI,265,0,34,0,61,0,24,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,BatchAPI.JsonElement,3,0,0,0,1,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,EdgeAPI.JsonEdge,135,0,12,0,18,0,10,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,VertexAPI,716,0,52,0,134,0,46,0,20,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,EdgeAPI,947,0,60,0,164,0,54,0,24,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,EdgeAPI.BatchEdgeRequest,73,0,6,0,11,0,6,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,VertexAPI.JsonVertex,116,0,12,0,27,0,10,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.graph,VertexAPI.BatchVertexRequest,59,0,4,0,10,0,5,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api,API,282,0,22,0,84,0,26,0,15,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api,API.ApiMeasurer,108,0,6,0,26,0,10,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.job,GremlinAPI,52,0,0,0,14,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.job,AlgorithmAPI,81,0,8,0,15,0,7,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.job,ComputerAPI,83,0,8,0,16,0,7,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.job,RebuildAPI,58,0,0,0,14,0,5,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.job,TaskAPI,287,0,32,0,48,0,23,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.job,GremlinAPI.GremlinRequest,207,0,6,0,55,0,18,0,15,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.metrics,MetricsAPI,837,0,38,0,196,0,35,0,16,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.raft,RaftAPI,235,0,2,0,52,0,10,0,9,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsModule.TimerSerializer,201,0,4,0,34,0,4,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsKeys,84,0,2,0,11,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsUtil,453,0,10,0,103,0,22,0,17,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsModule.CounterSerializer,14,0,0,0,6,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsModule.GaugeSerializer,23,0,0,0,10,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,SlowQueryLog,64,0,0,0,9,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsModule,121,0,0,0,15,0,7,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsModule.MetricRegistrySerializer,52,0,0,0,14,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsModule.HistogramSerializer,78,0,2,0,20,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,SystemMetrics,347,0,2,0,69,0,11,0,10,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,ServerReporter,92,0,4,0,29,0,13,0,11,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.metrics,MetricsModule.MeterSerializer,62,0,0,0,13,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedPathsAPI.SortBy,34,0,0,0,4,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,TemplatePathsAPI,250,0,16,0,39,0,13,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,RingsAPI,171,0,10,0,27,0,8,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,MultiNodeShortestPathAPI,179,0,12,0,31,0,9,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,TemplatePathsAPI.TemplatePathStep,44,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,testAPI,75,0,0,0,11,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,EdgesAPI,145,0,8,0,24,0,9,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,FusiformSimilarityAPI.FusiformSimilarityRequest,109,0,0,0,16,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedCrosspointsAPI,252,0,20,0,46,0,14,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,Vertices,157,0,24,0,24,0,16,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,PersonalRankAPI.RankRequest,82,0,0,0,14,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,JaccardSimilarityAPI,204,0,4,0,32,0,6,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CountAPI,121,0,10,0,20,0,9,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,TraverserAPI.VEStepEntity,18,0,0,0,2,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,graphcomputeAPI,104,0,2,0,17,0,4,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,SameNeighborsAPI.Request,52,0,0,0,8,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,VerticesAPI,145,0,8,0,24,0,9,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,NeighborRankAPI.RankRequest,34,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,KneighborAPI,374,0,34,0,64,0,21,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CountAPI.Step,61,0,0,0,9,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,TemplatePathsAPI.Request,70,0,0,0,11,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CrosspointsAPI,106,0,0,0,15,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedPathsAPI.PathRequest,61,0,0,0,10,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,ShortestPathAPI,163,0,8,0,27,0,7,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,TraverserAPI.VESteps,42,0,0,0,7,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedPathsAPI,253,0,24,0,42,0,16,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,SingleSourceShortestPathAPI,146,0,8,0,24,0,7,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,KoutAPI.Request,97,0,0,0,15,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedCrosspointsAPI.Step,57,0,0,0,7,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,WeightedShortestPathAPI,170,0,10,0,31,0,8,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,ResourceAllocationAPI,85,0,2,0,11,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedCrosspointsAPI.CrosspointsRequest,65,0,0,0,11,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,EdgeExistenceAPI,77,0,0,0,12,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,KneighborAPI.Request,70,0,0,0,10,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,NeighborRankAPI.Step,57,0,0,0,9,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,testAPI.Request,70,0,0,0,10,0,2,0,2,0
